Original Repo Name,Stars,Family Count (All Forks),Family Count (Stars >= 10),Family Repo Names (Stars >= 10),Commit Count where from_repo contains original repo,Commit Count total commits (all chunks for repo),Forks with Unique Commits Count,PR Coverage Ratio,PR Merge Rate
hluk/CopyQ,10830,540,0,,6773,6773,0,,0.8758169935
hmgle/graftcp,2351,193,0,,299,299,0,,0.8125
hnes/libaco,3656,451,0,,102,102,0,,0.1
hoffstadt/DearPyGui,15001,766,1,axeldavy/DearCyGui,5498,5851,1,1,0.8047882136
homenc/HElib,3237,744,2,shaih/HElib;IBM-HElib/HElib,1629,1639,2,0.5,0.4475524476
hoverwinter/HIT-OSLab,2251,582,0,,24,24,0,,0
hpjansson/chafa,3908,84,0,,1931,1931,0,,0.9516129032
hrvach/deskhop,7323,254,0,,129,129,0,,0.6304347826
hrydgard/ppsspp,13062,2320,11,m4xw/ppsspp;weihuoya/ppsspp;TheOfficialFloW/ppsspp;LunaMoo/ppsspp;CarlKenner/ppsspp;Ced2911/ppsspp;SapphireRhodonite/ppsspp;unknownbrackets/ppsspp;aliaspider/ppsspp;libretro-mirrors/ppsspp;marekvi95/ppsspp,45177,46980,11,0.6363636364,0.9024868527
hsutter/cppfront,5848,313,0,,1275,1275,0,,0.6462882096
htacg/tidy-html5,2861,459,2,lovasoa/tidy-html5;geoffmcl/tidy-fork,1755,1992,2,1,0.68125
htop-dev/htop,7637,535,1,Alex313031/htop,3678,3750,1,0,0.7896713615
huangzworks/annotated_redis_source,2329,996,0,,3020,3020,0,,0.8333333333
huangzworks/redis-3.0-annotated,10190,4094,3,moonbingbing/redis-3.0-annotated;labuladong/redis-3.0-annotated;woxinyijiu666/redis-3.0-annotated,3933,3933,0,0,0.1666666667
huaxz1986/cplusplus-_Implementation_Of_Introduction_to_Algorithms,4046,1087,0,,19,19,0,,0
hufrea/byedpi,2745,271,1,dovecoteescapee/byedpi,363,365,1,1,0.641509434
huggingface/neuralcoref,2888,473,0,,123,123,0,,0.612244898
huihut/interview,37262,7805,4,imarvinle/interview-1;ccoolliinn/interview;strint/cpp_related_tips;HatCupCoke/interview,388,389,1,0,0.6666666667
huntergregal/mimipenguin,4055,654,0,,160,160,0,,0.875
huxingyi/dust3d,3130,235,0,,1359,1359,0,,0.8285714286
hydradatabase/columnar,3004,98,0,,365,365,0,,0.8770949721
hyperion-project/hyperion.ng,3587,394,0,,2749,2749,0,,0.9060832444
hyprwm/Hyprland,32501,1484,2,vaxerski/Hyprland;poly-land/Polyland,6876,7575,2,0.5,0.8320792079
hzeller/rpi-rgb-led-matrix,4134,1239,3,adafruit/rpi-rgb-led-matrix;Boomerific/rpi-rgb-led-matrix;Rob-ot/node-rpi-rgb-led-matrix,1154,1186,3,0,0.5775862069
i3/i3,10241,787,1,mickael9/i3-window-icons,7638,7653,1,0,0.843459614
iNavFlight/inav,3842,1657,1,BrainFPV/inav,17824,18225,1,1,0.8331701586
ibireme/yyjson,3534,339,0,,532,532,0,,0.7901234568
ic005k/OCAuxiliaryTools,4169,381,0,,3230,3230,0,,0.8849557522
icholy/ttygif,4001,257,0,,249,249,0,,0.9574468085
id-Software/DOOM,17566,2515,10,mattiasgustavsson/doom-crt;videogamepreservation/doom;jwhitham/HeadlessDoom;MichalStrehovsky/doom-clr;indyjo/STDOOM;insane-adding-machines/DOOM;lunkums/DOOM_fixed;the-eugen/DOOM;diddyholz/CPDoom;joecarl/stm32-mdt-DOOM,4,380,9,0.1,0
id-Software/DOOM-3-BFG,5235,1080,3,RobertBeckebans/RBDOOM-3-BFG;tmek/DOOM-3-BFG-VR;videogamepreservation/doom3bfg,7,3442,2,0.3333333333,0.1111111111
id-Software/Quake,5544,957,5,videogamepreservation/quake;fruitz-of-dojo/Quake;leilei-/Engoo;marcomorain/Quake;Azarien/SoftQuake,2,324,4,0,0
id-Software/Quake-2,3151,693,4,fabiensanglard/Quake-2;videogamepreservation/quake2;fruitz-of-dojo/Quake2;Crow-bar/PSPQuake2,1,99,3,0,0
id-Software/Quake-III-Arena,7754,1268,5,ioquake/ioq3;TIHan/FQuake3;PJayB/Quake-III-Arena-D3D11;videogamepreservation/quake3arena;jeremiah-sypult/Quake-III-Arena,1,5125,4,0.2,0
id-Software/quake2-rerelease-dll,2206,193,2,q2community/quake2-rerelease-dll;actionquake/quake2-rerelease-dll,2,242,2,0.5,0
idea4good/GuiLite,7638,827,0,,453,453,0,,0.7692307692
idealvin/coost,4177,615,0,,1452,1452,0,,0.7597402597
ideawu/ssdb,8535,1404,3,RelicOfTesla/ssdb;ksarch-saas/ssdb;krareT/ssdb,1216,1299,3,0.3333333333,0.782122905
ihhub/fheroes2,3123,437,1,Northfear/fheroes2-vita,5666,5817,1,1,0.9341508483
iliasam/OpenSimpleLidar,2477,252,0,,104,104,0,,0.75
imbushuo/mac-precision-touchpad,10004,624,1,averycblack/mac-precision-touchpad,303,320,1,1,0.8837209302
immortalwrt/immortalwrt,9450,2189,11,padavanonly/immortalwrt-mt798x-6.6;VIKINGYFY/immortalwrt;1715173329/imoutowrt;lkiuyu/immortalwrt;Gaojianli/immortalwrt-ipq;kmiit/Redmi_AX3000_immortalwrt;xiaoxifu64/immortalwrt;peditx/PeDitXrt;yho2ds/immortalwrt-tr3000-112m;cca2878/immortalwrt-source;laipeng668/immortalwrt,89429,94367,9,0.3636363636,0.4168618267
imputnet/helium,7832,139,0,,3080,3080,0,,0.9405940594
include-what-you-use/include-what-you-use,4560,425,1,EpicGames/include-what-you-use,1892,1895,1,0,0.7733050847
includeos/IncludeOS,5193,392,0,,11340,11340,0,,0.8909426987
infiniflow/infinity,4228,400,0,,3069,3069,0,,0.9198428291
inotify-tools/inotify-tools,3335,409,0,,330,330,0,,0.746835443
input-leap/input-leap,6989,331,0,,5079,5079,0,,0.7909090909
inspektor-gadget/inspektor-gadget,2633,310,0,,9996,9996,0,,0.8608956718
intel/haxm,3305,918,1,AlexAltea/haxm,410,416,1,1,0.8481675393
intel/hyperscan,5209,645,5,VectorCamp/vectorscan;kunpengcompute/hyperscan;G-Core/linux-regex-module;deepfence/hyperscan;zzqcn/hyperscan,1340,3386,5,0.2,0.05617977528
intel/pcm,3149,513,0,,3809,3809,0,,0.7886323268
interpretml/interpret,6733,767,0,,3801,3801,0,,0.7828947368
introlab/rtabmap,3505,874,0,,3793,3793,0,,0.8317307692
iovisor/bcc,22024,3881,2,brendangregg/bcc;tiann/bcc,5107,5121,2,1,0.8609958506
ipkn/crow,7615,887,0,,379,379,0,,0.525
iqiyi/dpvs,3189,745,0,,1651,1651,0,,0.7375
iqiyi/xCrash,3898,648,0,,144,144,0,,0.2142857143
iqiyi/xHook,4299,798,0,,87,87,0,,0.25
ireader/media-server,3392,1087,1,xia-chu/media-server,1477,1520,1,1,0.7321428571
iree-org/iree,3490,805,1,nod-ai/SRT,24204,38895,1,1,0.7754372241
irssi/irssi,3038,390,0,,7057,7057,0,,0.8159311087
irungentoo/toxcore,8755,990,3,TokTok/c-toxcore;JFreegman/toxcore;GrayHatter/toxcore,3800,7416,3,1,0.7563829787
isec-tugraz/meltdown,4156,527,0,,88,88,0,,0.8928571429
ish-app/ish,18897,1217,2,emkey1/ish-AOK;morinoyu8/icode,4247,4896,2,0.5,0.5994623656
isl-org/Open3D,13079,2429,3,theNded/Open3D;kewlbear/Open3D;cubao/Open3D,5623,9169,3,0.3333333333,0.8385952465
isledecomp/isle,3332,161,2,itsmattkc/isle;Jardynq/LegoIsleN64,1810,1972,2,0.5,0.9657534247
istoreos/istoreos,6988,788,0,,72046,72046,0,,0.4719101124
ithewei/libhv,7410,1381,0,,1251,1251,0,,0.5357142857
itinance/react-native-fs,5040,894,3,birdofpreyru/react-native-fs;naxel/react-native-fs;sourcetoad/react-native-fs2,812,1334,2,0.6666666667,0.5780821918
jacksonliam/mjpg-streamer,3193,1178,2,ArduCAM/mjpg-streamer;Mactarvish/mjpg-streamer-support-ros2-topic,357,385,2,0.5,0.4758064516
jagt/clumsy,5836,544,1,skywind3000/clumsy,165,165,0,1,0.3636363636
jakehilborn/displayplacer,4263,155,0,,104,104,0,,0.6
jakogut/tinyvm,3297,317,0,,223,223,0,,0.7741935484
janet-lang/janet,4062,252,0,,4941,4941,0,,0.848
jarro2783/cxxopts,4639,648,0,,442,442,0,,0.7288135593
jart/blink,7348,252,0,,733,733,0,,0.8518518519
jart/cosmopolitan,20237,810,2,igravious/cosmoruby;tstack/cosmopolitan,2780,2796,2,0,0.8231197772
jarun/nnn,20926,819,0,,4517,4517,0,,0.8273736128
jbeder/yaml-cpp,5742,1944,2,TheCherno/yaml-cpp;matteblair/yaml-cpp,1462,1495,2,0.5,0.6049107143
jdah/minecraft-weekend,4347,481,0,,65,65,0,,0.1111111111
jedisct1/dsvpn,5281,409,0,,307,307,0,,0.6333333333
jedisct1/libsodium,13220,1751,1,algorand/libsodium,5210,5269,1,1,0.6086956522
jedisct1/minisign,2538,150,0,,320,320,0,,0.6086956522
jeelabs/esp-link,2961,707,1,jcable/nmea-link,748,776,1,0,0.5679012346
jellyfin/jellyfin-media-player,4403,337,1,Terminus-Media/jellyfin-media-player,1983,2000,1,0,0.875
jemalloc/jemalloc,10439,1506,2,facebook/jemalloc;memkind/jemalloc,3585,3669,2,0,0.7494894486
jerryscript-project/iotjs,2615,434,1,SKKU-ESLAB/IoTJS-Plus,1475,1492,1,1,0.8703339882
jerryscript-project/jerryscript,7340,720,1,pebble/jerryscript,4977,5069,1,1,0.8671596823
jetkvm/kvm,3985,245,2,Nevexo/jetkvm-kvm;luckfox-eng29/kvm,972,1283,2,0.5,0.674904943
jgamblin/Mirai-Source-Code,9082,3437,3,kulukami/Build-a-Mirai-botnet;chuckixia/Mirai-Source-Code;malwares/Mirai-Source-Code,12,71,2,0.3333333333,0.375
jhawthorn/fzy,3170,144,0,,451,451,0,,0.4886363636
jiangdongguo/AndroidUSBCamera,2640,875,2,vshcryabets/AndroidUSBCamera;ernestp/AndroidUSBCamera,378,734,2,1,0.3870967742
jmoon018/PacVim,3318,197,0,,139,139,0,,0.4285714286
jmpews/Dobby,4543,906,5,LSPosed/Dobby;AloneMonkey/HookZz;panhongwei/HookZz;dzyong/Dobby;JingMatrix/Dobby,566,764,5,0.6,0.2727272727
johang/btfs,3931,152,0,,175,175,0,,0.696969697
johnfanv2/LenovoLegionLinux,2544,79,0,,906,906,0,,0.7391304348
johnxnguyen/Down,2473,341,1,tinyspeck/Down,249,253,1,0,0.7177419355
jomjol/AI-on-the-edge-device,7787,801,2,Slider0007/AI-on-the-edge-device;ai-hpc/AI-on-the-edge-device,2218,2593,1,0.5,0.836970475
jonas/tig,12987,645,0,,3075,3075,0,,0.578528827
jonashaag/bjoern,3032,192,1,isaiah/bjoern-py3,479,492,1,0,0.5952380952
joncampbell123/dosbox-x,3322,460,1,lab313ru/dsbxida,21675,21691,1,1,0.9597432905
jonls/redshift,6118,423,3,minus7/redshift;giucam/redshift;Lourens-Rich/redshift,714,720,3,0.6666666667,0.4032258065
jordansissel/xdotool,3620,337,0,,696,696,0,,0.6222222222
jorisvink/kore,3804,330,0,,2132,2132,0,,0.5714285714
joyent/libuv,3257,648,2,InstantWebP2P/libuvpp;liigo/libuv-vc6,3067,5570,2,0.5,0.1487179487
jp9000/OBS,3421,849,1,jackun/OBS,2807,3007,1,1,0.7572815534
jpmens/jo,4857,171,0,,306,306,0,,0.9012345679
jqlang/jq,33150,1754,0,,1916,1916,0,,0.6106519743
jrouwe/JoltPhysics,8816,607,0,,1515,1515,0,,0.9346330275
jrowberg/i2cdevlib,4158,7473,1,anvol/i2cdevlib,718,718,0,1,0.7878787879
json-c/json-c,3212,1079,1,jehiah/json-c,1507,1509,1,0,0.7078651685
juce-framework/JUCE,7808,1854,5,Celemony/JUCE_ARA;jariseon/JUCE;soundradix/JUCE;lv2-porting-project/JUCE;seebk/JUCE,15635,18901,5,0.4,0.002762430939
julycoding/The-Art-Of-Programming-By-July-2nd,21509,6496,10,jackychi/The-Art-Of-Programming-By-July;zhanzecheng/The-Art-Of-Programming-By-July;figozhang/The-Art-Of-Programming-By-July;jayzeng/The-Art-Of-Programming-by-July;andyiac/The-Art-Of-Programming-by-July;JellyBool/The-Art-Of-Programming-By-July;terrychendev/The-Art-Of-Programming-By-July;521xueweihan/The-Art-Of-Programming-By-July;tdoly/The-Art-Of-Programming-by-July;spencer-luo/The-Art-Of-Programming-By-July,3690,3692,2,0.2,0.738372093
jupyter-xeus/xeus-cling,3255,347,0,,538,538,0,,0.8384279476
justadudewhohacks/opencv4nodejs,5049,801,2,UrielCh/opencv4nodejs;nut-tree/opencv4nodejs,1136,2018,2,1,0.8634361233
justcallmekoko/ESP32Marauder,9221,993,10,marivaaldo/ESP32Marauder;bmorcelli/ESP32Marauder;jstockdale/ESP32Marauder-T-Deck;tobozo/ESP32Marauder-1;bpmcircuits/ESP32Marauder;tcpassos/ESP32Marauder;n0xa/ESP32Marauder;trisp3ar/ESP32Marauder;Tony7466/CYD-ESP32Marauder;0xchocolate/ESP32Marauder,1448,1871,10,0.9,0.795148248
justinfrankel/licecap,5509,467,0,,3740,3740,0,,0.1111111111
jwise/HoRNDIS,3225,348,2,nEdAy/HoRNDIS-for-M1;iKeramat/HoRNDIS,95,101,2,0,0.32
k2-fsa/sherpa-onnx,9159,1020,3,csukuangfj/sherpa-onnx;idootop/open-xiaoai-kws;alphacep/sherpa-onnx,1520,1941,3,1,0.9397141081
k4yt3x/video2x,16295,1457,0,,1021,1021,0,,0.587628866
k4zmu2a/SpaceCadetPinball,4092,198,6,alula/SpaceCadetPinball;MaikelChan/SpaceCadetPinball;suicvne/SpaceCadetPinball_Vita;averne/SpaceCadetPinball-NX;webosbrew/SpaceCadetPinball;IntriguingTiles/SpaceCadetPinball-WiiU,340,551,6,0.6666666667,0.7228915663
kamailio/kamailio,2651,1016,2,jhcloos/kamailio;herlesupreeth/kamailio,54152,55678,2,1,0.7579399142
kamyu104/LeetCode-Solutions,5071,1612,1,amanchadha/LeetCode-Solutions,19950,19950,0,0,0.5060240964
kangjianwei/Data-Structure,3778,1019,0,,88,88,0,,0
karlstav/cava,5610,264,3,nvbn/soundlights;Welding-Torch/cava;LukashonakV/cava,1144,1255,3,0.6666666667,0.8603603604
karpathy/llama2.c,19008,2243,25,trholding/llama2.c;tairov/llama2.py;exo-explore/llama98.c;gaxler/llama2.rs;jameswdelancey/llama3.c;tmc/go-llama2;leloykun/llama2.cpp;snunez1/llama.cl;yiminghan/llama2.dart;AmeyaWagh/llama2.cpp;Manuel030/llama2.c-android;leo-du/llama2.rs;epicure/llama2.js;rogerallen/llama2.cu;ggerganov/llama2.c;yeokm1/dosllam2;juvi21/llama2.jl;lrw04/tinyllamas-ncnn;Dylan-Harden3/llama3.2.c;celikin/llama2.c-android-wrapper;ankan-ban/llama2.cu;chris-ch/llama2.hs;garrisonhess/llama2.c;bertmaher/llama2.so;coldlarry/llama2.cpp,528,1214,24,0.84,0.4005934718
kasmtech/KasmVNC,4560,425,0,,1563,1563,0,,0.76
kbengine/kbengine,5675,2367,4,acatadog/kbengine;cnsoft/kbengine-cocos2dx;kebiao/kbengine;Lei2050/kbengine,7576,8083,4,0.5,0.7611940299
kdrag0n/safetynet-fix,6436,293,4,Displax/safetynet-fix;HuskyDG/safetynet-fix;blog2i2j/kdrag0n.._..safetynet-fix;frnode/safetynet-fix,140,171,2,0.25,0.3714285714
keepassx/keepassx,4524,588,3,keithbennett/keepassx;kylemanna/keepassx;eugenesan/keepassxc,1281,4537,3,1,0.1153846154
keepassxreboot/keepassxc,25060,1684,1,varjolintu/keepassxc,5568,5631,1,1,0.8283244133
kelektiv/node.bcrypt.js,7741,587,0,,633,633,0,,0.7091836735
ketoo/NoahGameFrame,4117,1117,0,,9140,9140,0,,0.8319327731
kingToolbox/WindTerm,28983,2270,1,asgab/WindTerm,105,105,0,0,0.1428571429
kiukotsu/ucore,2210,433,1,whiteflavour/ucore,307,307,0,0,0
kiwibrowser/src.next,3354,518,2,d3ward/src.next;Relixor/Relixor,5939,7407,2,1,0.4302325581
kkos/oniguruma,2484,340,0,,3374,3374,0,,0.9622641509
klange/toaruos,6551,528,1,stevej/osdev,6286,6286,0,1,0.4366197183
klzgrad/naiveproxy,7369,943,1,XTLS/naiveproxy-reality,5042,5042,0,0,0.5714285714
km1994/nlp_paper_study,4024,636,0,,285,285,0,,0
kn007/silk-v3-decoder,3054,675,0,,130,130,0,,0.3636363636
knolleary/pubsubclient,3978,1318,5,Imroy/pubsubclient;hmueller01/pubsubclient3;thingsboard/pubsubclient;nathanchantrell/pubsubclient;Suxsem/pubsubclient,226,698,5,0.6,0.2514285714
koekeishiya/skhd,7647,233,0,,235,235,0,,0.125
koekeishiya/yabai,27653,690,1,xorpse/yabai,1661,1679,1,0,0.08910891089
kohler/gifsicle,4093,244,0,,924,924,0,,0.5135135135
kokke/tiny-AES-c,4787,1369,2,bonybrown/tiny-AES128-C;bricke/tiny-AES-C,272,283,2,0.5,0.2957746479
kornelski/pngquant,5492,500,0,,1243,1243,0,,0.7428571429
koute/bytehound,4738,198,0,,549,549,0,,0.225
krakjoe/pthreads,3458,548,0,,1584,1584,0,,0.6348314607
krallin/tini,10787,541,0,,265,265,0,,0.6315789474
kripken/ammo.js,4457,544,2,WhitestormJS/AmmoNext;cocos/cocos-ammo.js,449,774,2,0.5,0.7385620915
kroma-network/tachyon,7736,240,0,,3637,3637,0,,0.9734345351
ksnip/ksnip,2997,204,0,,2831,2831,0,,0.8113207547
kth-competitive-programming/kactl,3203,872,2,bqi343/kactl;bicsi/kactl,986,989,1,0,0.6683417085
kungfu-origin/kungfu,3729,1173,0,,8006,8006,0,,0.1323529412
kuzudb/kuzu,3538,339,1,Kineviz/bighorn,6280,6281,1,0,0.9193467337
kvcache-ai/Mooncake,4378,450,0,,800,800,0,,0.7960444994
kyleneideck/BackgroundMusic,18253,743,0,,435,435,0,,0.8823529412
labwc/labwc,2268,190,1,johanmalm/labwc,3432,3451,1,1,0.8963210702
lakinduakash/linux-wifi-hotspot,4040,368,0,,587,587,0,,0.8449612403
landley/toybox,2974,375,0,,5650,5650,0,,0
langhuihui/jessibuca,2692,460,0,,1829,1829,0,,0.6538461538
laruence/yaf,4523,1419,0,,1037,1037,0,,0.4925373134
laserpants/qt-material-widgets,3539,738,1,ashraf-kx/qt-material-widgets,720,766,1,1,0.3333333333
lastpass/lastpass-cli,2889,300,0,,703,703,0,,0.5377777778
lava/matplotlib-cpp,4702,1056,1,Cryoris/matplotlib-cpp,178,251,1,1,0.3656716418
laverdet/node-fibers,3557,220,0,,270,270,0,,0.1714285714
lballabio/QuantLib,6544,2064,2,quantlib/QuantLib;OpenSourceRisk/QuantLib,17939,18899,1,0.5,0.845971564
lc-soft/LCUI,4274,425,0,,3739,3739,0,,0.8554216867
ldcsaa/HP-Socket,6091,1811,0,,278,278,0,,0
leahneukirchen/nq,3077,72,0,,131,131,0,,0.05555555556
leandromoreira/ffmpeg-libav-tutorial,10690,992,0,,200,200,0,,0.8245614035
ledger/ledger,5725,535,0,,7516,7516,0,,0.816374269
leejet/stable-diffusion.cpp,4739,465,4,ggerganov/stable-diffusion.cpp;stduhpf/stable-diffusion.cpp;piallai/stable-diffusion.cpp;jart/stable-diffusion.cpp,448,1331,4,1,0.703962704
leela-zero/leela-zero,5545,999,2,CuriosAI/sai;Ttl/leela-zero,856,1642,2,0.5,0.6686930091
leethomason/tinyxml2,5647,1912,0,,1288,1288,0,,0.7895752896
letscontrolit/ESPEasy,3437,600,2,ToniA/ESPEasy;TD-er/ESPEasy,16799,18545,2,1,0.8531845988
lettier/3d-game-shaders-for-beginners,19276,1473,2,Unity3D-Projects/3d-game-shaders-for-beginners;gonnavis/3d-game-shaders-for-beginners,1,21,2,0,0
lewissbaker/cppcoro,3769,444,2,andreasbuhr/cppcoro;Garcia6l20/cppcoro,423,778,2,1,0.5769230769
libAudioFlux/audioFlux,3225,152,0,,169,169,0,,1
libarchive/libarchive,3361,847,0,,7178,7178,0,,0.7849117175
libbpf/libbpf,2566,469,0,,2820,2820,0,,0.8193979933
libcpr/cpr,7220,1014,0,,2180,2180,0,,0.8131212724
libevent/libevent,11745,3340,4,ventureresearch/libevent;shadowsocks/libevent;nmathewson/libevent;livefa/libevent,6604,6626,3,0,0.6081081081
libffi/libffi,4013,700,5,landonf/libffi-ios;ksjogo/libffi;zwaldowski/libffi-iOS;jspahrsummers/libffi;frida/libffi,2050,2302,5,0.6,0.7865853659
libfuse/libfuse,5852,1223,0,,2590,2590,0,,0.7803547067
libfuse/sshfs,7098,527,3,deadbeefsociety/sshfs;neunenak/sshfs;stevenxxiu/sshfs,473,774,3,0,0.7362637363
libgit2/libgit2,10233,2494,4,torvalds/libgit2;ldct/libgit2.js;fintechneo/libgit2;carlosmn/libgit2,18955,19846,4,1,0.7902924704
libgit2/rugged,2281,299,0,,2964,2964,0,,0.830455259
libigl/libigl,4905,1200,0,,5399,5399,0,,0.8110979929
libimobiledevice/libimobiledevice,7541,1377,5,L1ghtmann/libimobiledevice;libimobiledevice-win32/libimobiledevice;nikias/libimobiledevice;tihmstar/libimobiledevice;baozhida/libimobiledevice,1989,2843,4,0.8,0.09638554217
libjpeg-turbo/libjpeg-turbo,4140,1075,0,,3203,3203,0,,0.06538461538
libjxl/libjxl,3228,317,0,,3491,3491,0,,0.9117732983
libopencm3/libopencm3,3444,1007,1,mossmann/libopencm3,3038,3154,1,1,0.1882129278
libratbag/libratbag,2384,286,0,,2676,2676,0,,0.8436406068
libretro/RetroArch,12288,1881,18,XboxEmulationHub/RetroArch;OsirizX/RetroArch;Themaister/RetroArch;webosbrew/RetroArch;LightenPan/RetroArch;RetroPie/RetroArch;neil4/RetroArch-Lite;acmeplus/RetroArch-ASP;reswitched/RetroArch;aerisarn/RetroArch-uwp;Misunderstood-Wookiee/RetroArch-UWP;EmulatorJS/RetroArch;Gamr13/RetroArch_Lite;PocketChipCommunity/RetroArch;fjtrujy/RetroArch;krzys-h/RetroArch;lakkatv/RetroArch;frangarcj/RetroArch,66211,67952,17,0.7222222222,0.9215410856
libsdl-org/SDL,14211,2355,10,castholm/SDL;allyourcodebase/SDL;icculus/SDL;GPF/SDL;devkitPro/SDL;AmigaPorts/SDL;aerisarn/SDL-uwp-gl;jayschwa/SDL;slouken/SDL;FtZPetruska/SDL,24010,40910,10,0.5,0.8594223389
libusb/libusb,5893,1915,1,kuldeepdhaka/libusb,2784,2791,1,1,0.04276315789
libuv/libuv,26296,3839,1,JuliaLang/libuv,5815,6454,1,1,0.4425932633
libvips/libvips,10897,728,1,jcupitt/libvips,10187,10187,0,0,0.9328703704
lief-project/LIEF,5162,702,0,,2826,2826,0,,0.6911314985
lightvector/KataGo,4286,630,3,hzyhhzy/KataGomo_fork;ChinChangYang/KataGo;y-ich/KataGo,4070,5812,3,1,0.5753424658
limine-bootloader/limine,2660,176,0,,5378,5378,0,,0.7827715356
linux-can/can-utils,2740,736,2,hartkopp/can-utils;kurt-vd/can-utils,1258,1270,2,1,0.7827380952
linux-test-project/ltp,2506,1068,0,,17793,17793,0,,0.1158392435
linw7/Skill-Tree,3637,1010,0,,108,108,0,,0.8888888889
linyacool/WebServer,8144,2171,0,,59,59,0,,0.25
littlefs-project/littlefs,6291,900,1,RT-Thread-packages/littlefs,3082,3229,1,1,0.6699669967
littlekernel/lk,3531,728,2,librerpi/lk;pyjamabrah/lk-code-walkthrough,3139,3273,2,0.5,0.5755813953
liuchuo/PAT,3408,832,0,,703,703,0,,0.3275862069
liuliu/ccv,7173,1252,1,jaysalvat/jquery.facedetection,3357,3449,1,1,0.4864864865
liuruoze/EasyPR,6418,2461,1,micooz/EasyPR,587,587,0,1,0.5348837209
lizongying/my-tv,32201,3647,2,fanmingming/my-tv;codewithsadaf/my-tv,246,246,0,0.5,0.5
lloyd/yajl,2206,458,0,,344,344,0,,0.096
lltcggie/waifu2x-caffe,8194,843,2,nagadomi/waifu2x-caffe-ubuntu;navjack/waifu2x-caffe,471,519,2,0.5,0.9117647059
llvm-mirror/clang,3047,1483,12,espressif/clang-xtensa;tritao/clang-cli;gabrielPeart/clang;Codeon-GmbH/mulle-clang;dtzWill/ioc-clang;faisalv/clang;matus-chochlik/clang;mgehre/clang;asutton/old-clang-reflect;clangupc/clang-upc;Ericsson/clang;microsoft/clang-1,80852,84814,11,0.1666666667,0
lmarzen/esp32-weather-epd,5716,417,0,,428,428,0,,0.58
lotabout/write-a-C-interpreter,4313,745,1,descent/write-a-C-interpreter,141,162,1,0,0.6666666667
love2d/love,7504,527,2,slime73/love-experiments;keharriso/love-moonscript,5609,5766,2,0.5,0.683908046
loveBabbar/CodeHelp-DSA-Busted-Series,3678,2448,0,,170,170,0,,0.1646825397
lpereira/lwan,6006,569,0,,3893,3893,0,,0.406779661
lsalzman/enet,3084,641,3,SirLynix/enet6;cgutman/enet;networknext/enet,330,667,3,0.6666666667,0.2705882353
lua/lua,9558,1810,3,samhocevar/z8lua;citizenfx/lua;petrihakkinen/lua-array,5872,6267,3,0,0.075
luanti-org/luanti,12121,2186,5,EleutherAI/minetest;neoascetic/minetest;celeron55/minetest;0xLiso/minetest-shadowmap;DonFlymoor/minetest-openXR,13660,14505,4,0.6,0.5088339223
luau-lang/luau,5085,505,0,,1616,1616,0,,0.7781690141
lvgl/lvgl,22127,3904,5,lupyuen/lvgl-wayland;AppKaki/lvgl-wasm;FASTSHIFT/lvgl;Seeed-Projects/SeeedStudio_lvgl;MaJerle/lvgl,12621,13600,5,0.4,0.8484383982
lxc/lxc,5057,1126,2,ppoffice/lxc-android;Container-On-Android/lxc,18240,18367,2,0.5,0.8341726619
lynckia/licode,3138,991,0,,2932,2932,0,,0.7937710438
lynx-family/lynx,13812,479,0,,4364,4364,0,,0.4753707627
lz4/lz4,11491,1521,0,,3921,3921,0,,0.7841658812
m0nad/Diamorphine,2206,450,1,alex91ar/Diamorphine,51,56,1,0,0.3636363636
mabeijianxi/small-video-record,3455,728,0,,146,146,0,,0.2857142857
machyve/xhyve,6448,359,3,jceel/xhyve;jeremyhu/xhyve;dwoz/xhyve,204,243,2,1,0.5795454545
mackron/miniaudio,5661,495,0,,4228,4228,0,,0.6871794872
madMAx43v3r/chia-plotter,2251,567,1,stotiks/chia-plotter,540,618,1,1,0.675
madeye/proxydroid,2405,733,0,,125,125,0,,0.6774193548
madler/pigz,2856,166,1,kjk/pigz,289,323,1,0,0
madler/zlib,6531,2419,2,cloudflare/zlib;andrewrk/libz,861,1063,2,0.5,0.005199306759
maestron/botnets,3270,748,4,Ekultek/botnets;byt3n33dl3/NeelBotExec;JonnyBanana/botnets;onx/botnets,4,8,2,,
maharmstone/btrfs,6990,280,0,,5235,5235,0,,0.1084337349
maharmstone/quibble,2352,101,0,,372,372,0,,0
mamba-org/mamba,7814,419,0,,3341,3341,0,,0.8663202645
mamedev/mame,9710,2095,16,antonioginer/GroovyMAME;mac-a-r0ni/mame;110-kenichi/MAmidiMEmo;libretro/mame;jariseon/amame;987123879113/mame;mahlemiut/wolfmame;davide-ciraolo/mame-cmi2x-fairlight;Gena199313/mame;Genos9292/mame;hyenasky/mame-r3kjazz;xinyingho/NegaMAME;brijohn/mame;holub/mame;ToddLa/mame;CoffeePope/mame-sh34,97373,106547,14,0.3125,0.8694182959
mandliya/algorithms_and_data_structures,6105,1334,0,,369,369,0,,0.04020100503
manticoresoftware/manticoresearch,11453,636,1,veelion/manticoresearch-seg,15900,15902,1,1,0.7657142857
mapbox/mapbox-gl-native,4434,1297,1,tmpsantos/mapbox-gl-native,18973,19054,1,1,0.8542046976
mapeditor/tiled,12169,1807,1,timbaker/tiled,7906,9652,1,1,0.7030744337
